language,llm,embedding,top_k,q_index10,n,EM_mean,F1_mean,ROUGE_L_mean,LEV_SIM_mean,ACC_rouge70,ACC_lev80,gold_score_mean,fact_cons_mean,halluc_rate_mean,groundedness_mean,retrieval_support_mean,lat_total_s_mean,lat_gen_s_mean,lat_ret_s_mean,tok_total_mean,tok_prompt_mean,tok_comp_mean,tps_mean,EM_ci_lo,EM_ci_hi,F1_ci_lo,F1_ci_hi,ROUGE_L_ci_lo,ROUGE_L_ci_hi
en,mistral,nomic-embed-text,3,10,1,0.0,0.3636363636363636,0.3636363636363636,0.2222222222222222,0.0,0.0,9.5,8.73,0.127,0.873,0.762,13.430969999999999,11.34956,2.08139,378.0,359.0,19.0,13.45140266625208,0.0,0.0,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636
es,deepseek-r1,all-minilm,3,1,1,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,7.65,0.235,0.765,0.742,106.12113000000001,106.09657000000001,0.02454,1161.0,344.0,817.0,9.296707089962863,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,all-minilm,3,2,1,0.0,0.25,0.25,0.18918918918918914,0.0,0.0,9.5,7.87,0.213,0.787,0.681,37.94251,35.887209999999996,2.05529,581.0,341.0,240.0,9.71736395076048,0.0,0.0,0.25,0.25,0.25,0.25
es,deepseek-r1,all-minilm,3,3,1,0.0,0.0,0.0,0.2068965517241379,0.0,0.0,0.0,6.73,0.327,0.673,0.591,33.96411,31.90923,2.0548699999999998,547.0,346.0,201.0,9.70622398816478,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,all-minilm,3,4,1,0.0,0.2105263157894737,0.2105263157894737,0.24637681159420288,0.0,0.0,0.0,7.83,0.217,0.783,0.599,41.99403,39.94404,2.04998,595.0,344.0,251.0,9.6563156080042,0.0,0.0,0.2105263157894737,0.2105263157894737,0.2105263157894737,0.2105263157894737
es,deepseek-r1,all-minilm,3,5,1,0.0,0.0,0.0,0.13559322033898302,0.0,0.0,0.0,7.74,0.226,0.774,0.74,35.897690000000004,33.839949999999995,2.0577199999999998,569.0,362.0,207.0,9.139328748887086,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,all-minilm,3,6,1,0.0,0.6666666666666667,0.6666666666666667,0.5591397849462365,0.0,0.0,8.5,8.23,0.177,0.823,0.811,39.98108,37.9148,2.06626,621.0,366.0,255.0,9.54919250792375,0.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
es,deepseek-r1,all-minilm,3,7,1,0.0,0.45454545454545453,0.45454545454545453,0.24444444444444446,0.0,0.0,9.5,8.48,0.152,0.848,0.752,37.55442,35.47523,2.07918,595.0,362.0,233.0,9.616067486337508,0.0,0.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
es,deepseek-r1,all-minilm,3,8,1,0.0,0.1739130434782609,0.08695652173913045,0.2065217391304348,0.0,0.0,0.0,8.34,0.166,0.834,0.613,39.04489,36.976510000000005,2.06837,620.0,365.0,255.0,9.89348629971938,0.0,0.0,0.1739130434782609,0.1739130434782609,0.08695652173913045,0.08695652173913045
es,deepseek-r1,all-minilm,3,9,1,0.0,0.36363636363636365,0.36363636363636365,0.3294117647058824,0.0,0.0,2.5,8.17,0.183,0.817,0.811,39.48353,37.42061,2.06291,621.0,370.0,251.0,9.560649894737244,0.0,0.0,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
es,deepseek-r1,all-minilm,3,10,1,0.0,0.6666666666666666,0.6666666666666666,0.25,0.0,0.0,2.5,6.43,0.357,0.643,0.648,21.50375,19.44808,2.05566,447.0,363.0,84.0,10.108352148707146,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
es,deepseek-r1,mxbai-embed-large,3,1,1,0.0,0.5454545454545454,0.5454545454545454,0.5,0.0,0.0,9.5,9.02,0.098,0.902,0.795,25.879009999999997,25.81856,0.06044,438.0,338.0,100.0,10.077217789808364,0.0,0.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
es,deepseek-r1,mxbai-embed-large,3,2,1,0.0,0.11764705882352941,0.11764705882352941,0.07526881720430112,0.0,0.0,8.5,9.15,0.085,0.915,0.709,34.5265,32.428200000000004,2.09829,559.0,345.0,214.0,9.89769140279356,0.0,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
es,deepseek-r1,mxbai-embed-large,3,3,1,0.0,0.0,0.0,0.22857142857142854,0.0,0.0,0.0,7.98,0.202,0.798,0.741,40.24351,38.134980000000006,2.1085100000000003,622.0,353.0,269.0,9.84684819959715,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,mxbai-embed-large,3,4,1,0.0,0.0,0.0,0.25,0.0,0.0,1.5,9.29,0.071,0.929,0.794,53.84655,51.754239999999996,2.0923000000000003,727.0,349.0,378.0,9.231589140163685,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,mxbai-embed-large,3,5,1,0.0,0.0,0.0,0.19354838709677424,0.0,0.0,0.0,8.27,0.173,0.827,0.862,33.08202,30.984119999999997,2.09788,557.0,356.0,201.0,9.9538012883725,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,mxbai-embed-large,3,6,1,0.0,0.5517241379310346,0.5517241379310346,0.4369747899159664,0.0,0.0,9.5,9.52,0.048,0.952,0.878,49.79428,47.69439,2.09988,726.0,366.0,360.0,9.761366185626994,0.0,0.0,0.5517241379310346,0.5517241379310346,0.5517241379310346,0.5517241379310346
es,deepseek-r1,mxbai-embed-large,3,7,1,0.0,0.45454545454545453,0.45454545454545453,0.25287356321839083,0.0,0.0,9.5,9.38,0.062,0.938,0.872,40.86627,38.76794,2.09832,621.0,362.0,259.0,9.252753652532542,0.0,0.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
es,deepseek-r1,mxbai-embed-large,3,8,1,0.0,0.42105263157894735,0.3157894736842105,0.2535211267605634,0.0,0.0,4.5,8.68,0.132,0.868,0.795,36.903690000000005,34.819309999999994,2.08437,597.0,359.0,238.0,9.90326016947582,0.0,0.0,0.42105263157894735,0.42105263157894735,0.3157894736842105,0.3157894736842105
es,deepseek-r1,mxbai-embed-large,3,9,1,0.0,0.27586206896551724,0.27586206896551724,0.339622641509434,0.0,0.0,1.0,9.29,0.071,0.929,0.88,30.21523,28.097459999999998,2.11776,533.0,359.0,174.0,10.06763302790237,0.0,0.0,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.27586206896551724
es,deepseek-r1,mxbai-embed-large,3,10,1,0.0,0.4,0.4,0.33333333333333337,0.0,0.0,2.0,7.99,0.201,0.799,0.801,27.86775,25.762400000000003,2.10533,522.0,372.0,150.0,10.04018779274343,0.0,0.0,0.4,0.4,0.4,0.4
es,deepseek-r1,nomic-embed-text,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.12,0.188,0.812,0.812,33.430699999999995,33.39341,0.03728,529.0,355.0,174.0,9.956995222616523,1.0,1.0,1.0,1.0,1.0,1.0
es,deepseek-r1,nomic-embed-text,3,2,1,0.0,0.4,0.4,0.35,0.0,0.0,9.5,8.19,0.181,0.819,0.723,23.81354,21.703979999999998,2.10954,461.0,352.0,109.0,10.02096275084952,0.0,0.0,0.4,0.4,0.4,0.4
es,deepseek-r1,nomic-embed-text,3,3,1,0.0,0.0,0.0,0.16901408450704225,0.0,0.0,0.0,8.48,0.152,0.848,0.748,40.44182,38.36685,2.07496,625.0,353.0,272.0,9.864741161069515,0.0,0.0,0.0,0.0,0.0,0.0
es,deepseek-r1,nomic-embed-text,3,4,1,0.0,0.19047619047619047,0.19047619047619047,0.2282608695652174,0.0,0.0,2.0,8.79,0.121,0.879,0.755,35.905120000000004,33.78827,2.1168400000000003,574.0,345.0,229.0,9.956488146805208,0.0,0.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047
es,deepseek-r1,nomic-embed-text,3,5,1,0.0,0.8,0.8,0.6739130434782609,1.0,0.0,9.5,9.29,0.071,0.929,0.86,28.39377,26.238419999999998,2.1553400000000003,517.0,364.0,153.0,9.922984796469658,0.0,0.0,0.8,0.8,0.8,0.8
es,deepseek-r1,nomic-embed-text,3,6,1,0.0,0.33333333333333337,0.33333333333333337,0.4534883720930233,0.0,0.0,8.5,8.57,0.143,0.857,0.864,35.47933999999999,33.31888,2.16044,590.0,366.0,224.0,9.953870298954806,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
es,deepseek-r1,nomic-embed-text,3,7,1,0.0,0.3157894736842105,0.3157894736842105,0.17105263157894735,0.0,0.0,8.5,9.35,0.065,0.935,0.84,45.7532,43.601839999999996,2.15136,682.0,362.0,320.0,9.76870690658965,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
es,deepseek-r1,nomic-embed-text,3,8,1,0.0,0.2608695652173913,0.2608695652173913,0.2525252525252525,0.0,0.0,2.5,9.22,0.078,0.922,0.809,39.65847,37.59292,2.06555,622.0,367.0,255.0,9.50817478190876,0.0,0.0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913
es,deepseek-r1,nomic-embed-text,3,9,1,0.0,0.45454545454545453,0.45454545454545453,0.31645569620253167,0.0,0.0,2.5,9.09,0.091,0.909,0.878,37.39916,35.33477,2.06437,590.0,355.0,235.0,9.575804648956176,0.0,0.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
es,deepseek-r1,nomic-embed-text,3,10,1,0.0,0.125,0.125,0.11764705882352944,0.0,0.0,2.0,9.35,0.065,0.935,0.77,40.938050000000004,38.86421,2.07382,639.0,376.0,263.0,9.369392336303758,0.0,0.0,0.125,0.125,0.125,0.125
es,llama3,all-minilm,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.28,0.272,0.728,0.742,13.5736,13.53792,0.03566,352.0,344.0,8.0,13.536440860220512,1.0,1.0,1.0,1.0,1.0,1.0
es,llama3,all-minilm,3,2,1,0.0,0.6666666666666666,0.6666666666666666,0.7,0.0,0.0,10.0,7.17,0.283,0.717,0.681,5.53987,3.49069,2.04917,347.0,341.0,6.0,14.975754253862997,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
es,llama3,all-minilm,3,3,1,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,6.81,0.319,0.681,0.591,5.81076,3.75406,2.05669,353.0,346.0,7.0,15.386705271177492,0.0,0.0,0.0,0.0,0.0,0.0
es,llama3,all-minilm,3,4,1,0.0,0.375,0.25,0.27450980392156865,0.0,0.0,2.5,7.88,0.212,0.788,0.599,6.50782,4.43813,2.06968,362.0,343.0,19.0,13.934548983386644,0.0,0.0,0.375,0.375,0.25,0.25
es,llama3,all-minilm,3,5,1,0.0,0.0,0.0,0.1504424778761062,0.0,0.0,0.0,7.42,0.258,0.742,0.74,7.288270000000001,5.22639,2.06187,386.0,361.0,25.0,13.52730478354175,0.0,0.0,0.0,0.0,0.0,0.0
es,llama3,all-minilm,3,6,1,0.0,0.8888888888888888,0.8888888888888888,0.9814814814814815,1.0,1.0,9.5,8.06,0.194,0.806,0.811,6.340859999999999,4.27433,2.06651,383.0,367.0,16.0,14.061765602319907,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
es,llama3,all-minilm,3,7,1,0.0,0.6666666666666665,0.6666666666666665,0.4545454545454546,0.0,0.0,6.7,7.14,0.286,0.714,0.752,5.67622,3.61029,2.0659099999999997,370.0,363.0,7.0,15.18385149672647,0.0,0.0,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665
es,llama3,all-minilm,3,8,1,0.0,0.1111111111111111,0.1111111111111111,0.26249999999999996,0.0,0.0,0.0,6.52,0.348,0.652,0.613,6.73512,4.66895,2.06615,383.0,364.0,19.0,13.883597289746437,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
es,llama3,all-minilm,3,9,1,0.0,0.6666666666666665,0.6666666666666665,0.5102040816326531,0.0,0.0,2.5,7.95,0.205,0.795,0.811,6.207050000000001,4.14398,2.06306,382.0,368.0,14.0,14.163696927236536,0.0,0.0,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665
es,llama3,all-minilm,3,10,1,0.0,0.2857142857142857,0.2857142857142857,0.17142857142857137,0.0,0.0,10.0,8.1,0.19,0.81,0.648,6.98344,4.91233,2.0710900000000003,382.0,361.0,21.0,13.739859574709474,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
es,llama3,mxbai-embed-large,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.9,0.21,0.79,0.795,16.13496,16.07278,0.06216,346.0,338.0,8.0,15.334101316240922,1.0,1.0,1.0,1.0,1.0,1.0
es,llama3,mxbai-embed-large,3,2,1,0.0,0.0,0.0,0.06060606060606055,0.0,0.0,1.0,9.22,0.078,0.922,0.709,14.58902,12.493,2.09601,373.0,344.0,29.0,14.152233625072682,0.0,0.0,0.0,0.0,0.0,0.0
es,llama3,mxbai-embed-large,3,3,1,0.0,0.0,0.0,0.2068965517241379,0.0,0.0,0.0,8.26,0.174,0.826,0.741,13.8204,11.73732,2.08307,368.0,354.0,14.0,14.1302526691038,0.0,0.0,0.0,0.0,0.0,0.0
es,llama3,mxbai-embed-large,3,4,1,0.0,0.2222222222222222,0.2222222222222222,0.24590163934426235,0.0,0.0,1.5,8.87,0.113,0.887,0.794,13.781780000000001,11.691559999999999,2.09021,367.0,349.0,18.0,14.190930135055082,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
es,llama3,mxbai-embed-large,3,5,1,0.0,0.6666666666666667,0.6666666666666667,0.41463414634146345,0.0,0.0,9.5,9.2,0.08,0.92,0.862,13.631020000000001,11.55184,2.07917,372.0,356.0,16.0,14.454258685338198,0.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
es,llama3,mxbai-embed-large,3,6,1,0.0,0.8888888888888888,0.8888888888888888,0.9814814814814815,1.0,1.0,9.5,8.76,0.124,0.876,0.878,13.63359,11.53476,2.09881,383.0,367.0,16.0,14.128097695795566,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
es,llama3,mxbai-embed-large,3,7,1,0.0,0.4,0.4,0.24,0.0,0.0,8.5,9.19,0.081,0.919,0.872,14.15812,12.068700000000002,2.08941,386.0,363.0,23.0,14.194297718606071,0.0,0.0,0.4,0.4,0.4,0.4
es,llama3,mxbai-embed-large,3,8,1,0.0,0.4615384615384615,0.30769230769230765,0.21052631578947367,0.0,0.0,2.5,8.83,0.117,0.883,0.795,13.27257,11.17516,2.0974,370.0,359.0,11.0,14.92700761128118,0.0,0.0,0.4615384615384615,0.4615384615384615,0.30769230769230765,0.30769230769230765
es,llama3,mxbai-embed-large,3,9,1,0.0,0.6666666666666665,0.5555555555555556,0.5,0.0,0.0,2.5,8.89,0.111,0.889,0.88,13.44161,11.343309999999999,2.09829,370.0,357.0,13.0,14.424741849826676,0.0,0.0,0.6666666666666665,0.6666666666666665,0.5555555555555556,0.5555555555555556
es,llama3,mxbai-embed-large,3,10,1,0.0,0.2857142857142857,0.2857142857142857,0.2033898305084746,0.0,0.0,10.0,9.55,0.045,0.955,0.801,14.006950000000002,11.913549999999999,2.09339,392.0,371.0,21.0,14.227914110554146,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
es,llama3,nomic-embed-text,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.11,0.189,0.811,0.812,16.22938,16.19057,0.03879,363.0,355.0,8.0,14.458420113975723,1.0,1.0,1.0,1.0,1.0,1.0
es,llama3,nomic-embed-text,3,2,1,0.0,0.6666666666666666,0.6666666666666666,0.7,0.0,0.0,10.0,7.58,0.242,0.758,0.723,12.89234,10.834520000000001,2.0578000000000003,358.0,352.0,6.0,15.344401249954926,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
es,llama3,nomic-embed-text,3,3,1,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,7.48,0.252,0.748,0.748,13.28192,11.06484,2.21707,361.0,354.0,7.0,14.707464332297928,0.0,0.0,0.0,0.0,0.0,0.0
es,llama3,nomic-embed-text,3,4,1,0.0,0.10526315789473685,0.10526315789473685,0.22388059701492535,0.0,0.0,0.2,8.83,0.117,0.883,0.755,14.42259,12.361799999999999,2.0607800000000003,370.0,345.0,25.0,13.288181863120034,0.0,0.0,0.10526315789473685,0.10526315789473685,0.10526315789473685,0.10526315789473685
es,llama3,nomic-embed-text,3,5,1,0.0,0.09090909090909091,0.09090909090909091,0.20408163265306123,0.0,0.0,8.5,8.28,0.172,0.828,0.86,14.928889999999999,12.855979999999999,2.0729,395.0,363.0,32.0,13.23386320618789,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
es,llama3,nomic-embed-text,3,6,1,0.0,0.8888888888888888,0.8888888888888888,0.9814814814814815,1.0,1.0,9.5,8.64,0.136,0.864,0.864,14.125620000000001,12.01691,2.10869,383.0,367.0,16.0,13.36428390115809,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
es,llama3,nomic-embed-text,3,7,1,0.0,0.4,0.4,0.24,0.0,0.0,7.5,9.25,0.075,0.925,0.84,14.732,12.66096,2.0710300000000004,386.0,363.0,23.0,12.417707045558624,0.0,0.0,0.4,0.4,0.4,0.4
es,llama3,nomic-embed-text,3,8,1,0.0,0.4615384615384615,0.30769230769230765,0.21052631578947367,0.0,0.0,2.0,8.98,0.102,0.898,0.809,13.447149999999999,11.376520000000001,2.0706100000000003,377.0,366.0,11.0,13.334272389364632,0.0,0.0,0.4615384615384615,0.4615384615384615,0.30769230769230765,0.30769230769230765
es,llama3,nomic-embed-text,3,9,1,0.0,0.6,0.6,0.4776119402985075,0.0,0.0,2.5,8.98,0.102,0.898,0.878,13.92183,11.84826,2.07356,374.0,355.0,19.0,13.6245223618927,0.0,0.0,0.6,0.6,0.6,0.6
es,llama3,nomic-embed-text,3,10,1,0.0,0.5714285714285715,0.5714285714285715,0.4285714285714286,0.0,0.0,10.0,8.44,0.156,0.844,0.77,13.33833,11.19198,2.1463400000000004,384.0,374.0,10.0,14.301476555947016,0.0,0.0,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715
es,mistral,all-minilm,3,1,1,0.0,0.5454545454545454,0.5454545454545454,0.5,0.0,0.0,9.5,8.55,0.145,0.855,0.742,14.04279,14.01349,0.02929,414.0,399.0,15.0,15.078645692337526,0.0,0.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
es,mistral,all-minilm,3,2,1,0.0,0.4,0.4,0.35,0.0,0.0,9.5,7.83,0.217,0.783,0.681,13.133280000000001,11.051860000000001,2.08141,406.0,396.0,10.0,15.24457403687449,0.0,0.0,0.4,0.4,0.4,0.4
es,mistral,all-minilm,3,3,1,0.0,0.0,0.0,0.1466666666666666,0.0,0.0,0.0,8.12,0.188,0.812,0.591,14.19265,12.140139999999999,2.0525,433.0,408.0,25.0,14.415581375207251,0.0,0.0,0.0,0.0,0.0,0.0
es,mistral,all-minilm,3,4,1,0.0,0.11764705882352941,0.11764705882352941,0.27118644067796616,0.0,0.0,0.0,7.83,0.217,0.783,0.599,13.819090000000001,11.77092,2.04815,424.0,404.0,20.0,14.461733205462687,0.0,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
es,mistral,all-minilm,3,5,1,0.0,0.0,0.0,0.15306122448979587,0.0,0.0,0.0,7.97,0.203,0.797,0.74,14.711540000000001,12.64941,2.0621199999999997,451.0,420.0,31.0,13.740352112036172,0.0,0.0,0.0,0.0,0.0,0.0
es,mistral,all-minilm,3,6,1,0.0,0.8888888888888888,0.8888888888888888,0.9814814814814815,1.0,1.0,8.5,8.06,0.194,0.806,0.811,13.91375,11.8408,2.07293,448.0,428.0,20.0,14.227006543213715,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
es,mistral,all-minilm,3,7,1,0.0,0.37499999999999994,0.37499999999999994,0.22807017543859653,0.0,0.0,7.5,8.07,0.193,0.807,0.752,13.90507,11.840770000000001,2.06429,445.0,425.0,20.0,14.233956569494056,0.0,0.0,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.37499999999999994
es,mistral,all-minilm,3,8,1,0.0,0.21052631578947367,0.21052631578947367,0.23611111111111116,0.0,0.0,2.5,7.69,0.231,0.769,0.613,14.18188,12.13767,2.0442,446.0,425.0,21.0,12.612656548593383,0.0,0.0,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367
es,mistral,all-minilm,3,9,1,0.0,0.07407407407407407,0.07407407407407407,0.22580645161290325,0.0,0.0,1.0,8.82,0.118,0.882,0.811,15.356729999999999,13.31597,2.04074,467.0,429.0,38.0,13.196298341079444,0.0,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407
es,mistral,all-minilm,3,10,1,0.0,0.3636363636363636,0.3636363636363636,0.24,0.0,0.0,10.0,8.43,0.157,0.843,0.648,13.92216,11.87896,2.04319,445.0,425.0,20.0,13.992785319889064,0.0,0.0,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636
es,mistral,mxbai-embed-large,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.95,0.205,0.795,0.795,10.42625,10.36755,0.05868,397.0,390.0,7.0,16.26793568959663,1.0,1.0,1.0,1.0,1.0,1.0
es,mistral,mxbai-embed-large,3,2,1,0.0,0.2222222222222222,0.2222222222222222,0.15217391304347827,0.0,0.0,10.0,9.2,0.08,0.92,0.709,13.44669,11.346200000000001,2.1004699999999996,419.0,401.0,18.0,14.376988766859316,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
es,mistral,mxbai-embed-large,3,3,1,0.0,0.0,0.0,0.16923076923076918,0.0,0.0,0.0,8.22,0.178,0.822,0.741,13.74672,11.6539,2.09281,436.0,414.0,22.0,14.100027001551709,0.0,0.0,0.0,0.0,0.0,0.0
es,mistral,mxbai-embed-large,3,4,1,0.0,0.6666666666666666,0.6666666666666666,0.627906976744186,0.0,0.0,7.5,8.25,0.175,0.825,0.794,13.196620000000001,11.09682,2.09979,435.0,419.0,16.0,15.18862516267255,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
es,mistral,mxbai-embed-large,3,5,1,0.0,0.0,0.0,0.15957446808510634,0.0,0.0,0.0,8.92,0.108,0.892,0.862,14.15084,12.04419,2.10664,453.0,424.0,29.0,14.65068522770398,0.0,0.0,0.0,0.0,0.0,0.0
es,mistral,mxbai-embed-large,3,6,1,0.0,0.8888888888888888,0.8888888888888888,0.9814814814814815,1.0,1.0,9.5,8.76,0.124,0.876,0.878,13.50718,11.410110000000001,2.0970500000000003,448.0,428.0,20.0,14.746049072639403,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
es,mistral,mxbai-embed-large,3,7,1,0.0,0.37499999999999994,0.37499999999999994,0.22807017543859653,0.0,0.0,7.5,9.22,0.078,0.922,0.872,13.48877,11.4089,2.07985,443.0,423.0,20.0,14.833013273989414,0.0,0.0,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.37499999999999994
es,mistral,mxbai-embed-large,3,8,1,0.0,0.4705882352941177,0.23529411764705885,0.2666666666666667,0.0,0.0,2.5,8.94,0.106,0.894,0.795,13.48337,11.38838,2.09498,449.0,429.0,20.0,14.792011012356358,0.0,0.0,0.4705882352941177,0.4705882352941177,0.23529411764705885,0.23529411764705885
es,mistral,mxbai-embed-large,3,9,1,0.0,0.45454545454545453,0.45454545454545453,0.32894736842105265,0.0,0.0,1.0,9.12,0.088,0.912,0.88,13.821530000000001,11.72549,2.0960300000000003,443.0,418.0,25.0,14.95522465559015,0.0,0.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
es,mistral,mxbai-embed-large,3,10,1,0.0,0.4444444444444445,0.4444444444444445,0.33333333333333337,0.0,0.0,10.0,8.85,0.115,0.885,0.801,13.2,11.10942,2.09057,452.0,439.0,13.0,13.494378708942964,0.0,0.0,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445
es,mistral,nomic-embed-text,3,1,1,0.0,0.5454545454545454,0.5454545454545454,0.5,0.0,0.0,9.5,9.05,0.095,0.905,0.812,11.21942,11.18521,0.0342,427.0,412.0,15.0,13.803970187473558,0.0,0.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
es,mistral,nomic-embed-text,3,2,1,0.0,0.07142857142857142,0.07142857142857142,0.042424242424242475,0.0,0.0,6.5,8.78,0.122,0.878,0.723,16.17041,14.107569999999999,2.06283,462.0,409.0,53.0,13.298530994083258,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
es,mistral,nomic-embed-text,3,3,1,0.0,0.0,0.0,0.1728395061728395,0.0,0.0,0.0,8.44,0.156,0.844,0.748,13.907860000000001,11.84394,2.06391,438.0,414.0,24.0,13.777101424150455,0.0,0.0,0.0,0.0,0.0,0.0
es,mistral,nomic-embed-text,3,4,1,0.0,0.16666666666666663,0.1111111111111111,0.19480519480519476,0.0,0.0,1.5,9.07,0.093,0.907,0.755,15.61975,13.54294,2.0768,461.0,410.0,51.0,14.570841574667991,0.0,0.0,0.16666666666666663,0.16666666666666663,0.1111111111111111,0.1111111111111111
es,mistral,nomic-embed-text,3,5,1,0.0,0.0,0.0,0.15841584158415845,0.0,0.0,0.0,8.79,0.121,0.879,0.86,14.673290000000001,12.60107,2.07221,459.0,428.0,31.0,12.905247673350363,0.0,0.0,0.0,0.0,0.0,0.0
es,mistral,nomic-embed-text,3,6,1,0.0,0.8888888888888888,0.8888888888888888,0.9814814814814815,1.0,1.0,10.0,8.64,0.136,0.864,0.864,13.73525,11.66306,2.07218,448.0,428.0,20.0,13.399091608584396,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
es,mistral,nomic-embed-text,3,7,1,0.0,0.5454545454545454,0.5454545454545454,0.27586206896551724,0.0,0.0,6.5,8.71,0.129,0.871,0.84,13.071530000000001,10.95971,2.1118099999999997,436.0,423.0,13.0,14.687788459691625,0.0,0.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
es,mistral,nomic-embed-text,3,8,1,0.0,0.5,0.5,0.32352941176470584,0.0,0.0,2.5,8.16,0.184,0.816,0.809,12.459200000000001,10.39733,2.0618600000000002,437.0,433.0,4.0,16.826320403427857,0.0,0.0,0.5,0.5,0.5,0.5
es,mistral,nomic-embed-text,3,9,1,0.0,0.29411764705882354,0.23529411764705882,0.25,0.0,0.0,2.5,9.52,0.048,0.952,0.878,15.39757,13.30334,2.09421,459.0,416.0,43.0,13.264265378095724,0.0,0.0,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.23529411764705882
es,mistral,nomic-embed-text,3,10,1,0.0,0.28571428571428575,0.28571428571428575,0.1428571428571429,0.0,0.0,2.0,8.29,0.171,0.829,0.77,13.20646,11.10006,2.1063899999999998,458.0,444.0,14.0,14.33767519102904,0.0,0.0,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575
